File,Plate No,Plate ID,Trial,Day,PoreSize,MilkType,PlateType,Concentration,Count Used,Counted Colonies,Total Count,Dilution,Dilution Factor,Notes,Timestamp,Date/Time,Mode,Reduced Rgn,Samp Volume,Area Mult,Low Count,High Count,Results Group Name,Plate Id,Method,Colony Class,Counted Volume,Comments,Inoculated Volume,Inoculation mode,"Input Values: (Tr. to Back, Plate Diam, min Diam)",Excluded Area,Concentrationsphere,UTC Created Time,Count From Automatic Process,Operator,Device SN,Spreader,Column,Flag,Red,Blue,Violet,White,Yellow,Green,Other,Avg Diam,User ID,Source,Input,Min Size,Max Size,Plater,Shutter,Light,Light Col,Grid,Grid Area
MF1_RawMilk.csv,2.8,1.2 Raw Cream MSC,1,0,1.2,rawcream,MSC,0,0,,0,10,,,Mon Jul 19 2021 10:20:43,Mon Jul 19 2021 10:20:43,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,2.9,1.2 Raw Cream MSC,1,0,1.2,rawcream,MSC,10,1,,10000000000,10,,,Mon Jul 19 2021 10:21:05,Mon Jul 19 2021 10:21:05,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,2.1,1.2 Raw Cream MSC,1,0,1.2,rawcream,MSC,20,2,,20000000000,10,,,Mon Jul 19 2021 10:21:26,Mon Jul 19 2021 10:21:26,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,3.1,1.2 MF Skim MSC,1,0,1.2,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:22:44,Mon Jul 19 2021 10:22:44,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,3.2,1.2 MF Skim MSC,1,0,1.2,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:22:59,Mon Jul 19 2021 10:22:59,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,3.3,1.2 MF Skim MSC,1,0,1.2,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:23:11,Mon Jul 19 2021 10:23:11,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,3.4,1.2 MF Skim MSC,1,0,1.2,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:23:32,Mon Jul 19 2021 10:23:32,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,3.5,1.2 MF Skim MSC,1,0,1.2,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:23:52,Mon Jul 19 2021 10:23:52,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,3.6,1.2 MF Skim MSC,1,0,1.2,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:24:15,Mon Jul 19 2021 10:24:15,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,3.7,1.2 MF Skim MSC,1,0,1.2,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:24:26,Mon Jul 19 2021 10:24:26,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,3.8,1.2 MF Skim MSC,1,0,1.2,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:24:55,Mon Jul 19 2021 10:24:55,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,3.9,1.2 MF Skim MSC,1,0,1.2,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:25:11,Mon Jul 19 2021 10:25:11,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,3.1,1.2 MF Skim MSC,1,0,1.2,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:25:41,Mon Jul 19 2021 10:25:41,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,4.1,1.2 Heat Cream MSC,1,0,1.2,htstcream,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:26:34,Mon Jul 19 2021 10:26:34,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,4.2,1.2 Heat Cream MSC,1,0,1.2,htstcream,MSC,3,3,,3,0,,,Mon Jul 19 2021 10:27:17,Mon Jul 19 2021 10:27:17,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,4.3,1.2 Heat Cream MSC,1,0,1.2,htstcream,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:27:27,Mon Jul 19 2021 10:27:27,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,4.4,1.2 Heat Cream MSC,1,0,1.2,htstcream,MSC,2,2,,2,0,,,Mon Jul 19 2021 10:27:45,Mon Jul 19 2021 10:27:45,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,4.5,1.2 Heat Cream MSC,1,0,1.2,htstcream,MSC,1,1,,1,0,,,Mon Jul 19 2021 10:28:02,Mon Jul 19 2021 10:28:02,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,4.6,1.2 Heat Cream MSC,1,0,1.2,htstcream,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:28:28,Mon Jul 19 2021 10:28:28,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,4.7,1.2 Heat Cream MSC,1,0,1.2,htstcream,MSC,1,1,,1,0,,,Mon Jul 19 2021 10:28:37,Mon Jul 19 2021 10:28:37,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,4.8,1.2 Heat Cream MSC,1,0,1.2,htstcream,MSC,1,1,,1,0,,,Mon Jul 19 2021 10:29:03,Mon Jul 19 2021 10:29:03,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,4.9,1.2 Heat Cream MSC,1,0,1.2,htstcream,MSC,1,1,,1,0,,,Mon Jul 19 2021 10:29:15,Mon Jul 19 2021 10:29:15,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,4.1,1.2 Heat Cream MSC,1,0,1.2,htstcream,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:29:32,Mon Jul 19 2021 10:29:32,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,5.1,0.8 Raw Skim MSC,1,0,0.8,rawskim,MSC,36,36,,36,0,,,Mon Jul 19 2021 10:38:04,Mon Jul 19 2021 10:38:04,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,5.2,0.8 Raw Skim MSC,1,0,0.8,rawskim,MSC,33,33,,33,0,,,Mon Jul 19 2021 10:39:11,Mon Jul 19 2021 10:39:11,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,5.3,0.8 Raw Skim MSC,1,0,0.8,rawskim,MSC,22,22,,22,0,,,Mon Jul 19 2021 10:40:35,Mon Jul 19 2021 10:40:35,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,5.4,0.8 Raw Skim MSC,1,0,0.8,rawskim,MSC,33,33,,33,0,,,Mon Jul 19 2021 10:41:40,Mon Jul 19 2021 10:41:40,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,5.5,0.8 Raw Skim MSC,1,0,0.8,rawskim,MSC,28,28,,28,0,,,Mon Jul 19 2021 10:42:43,Mon Jul 19 2021 10:42:43,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,5.6,0.8 Raw Skim MSC,1,0,0.8,rawskim,MSC,18,18,,18,0,,,Mon Jul 19 2021 10:44:12,Mon Jul 19 2021 10:44:12,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,5.7,0.8 Raw Skim MSC,1,0,0.8,rawskim,MSC,31,31,,31,0,,,Mon Jul 19 2021 10:45:18,Mon Jul 19 2021 10:45:18,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,5.8,0.8 Raw Skim MSC,1,0,0.8,rawskim,MSC,37,37,,37,0,,,Mon Jul 19 2021 10:46:20,Mon Jul 19 2021 10:46:20,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,5.9,0.8 Raw Skim MSC,1,0,0.8,rawskim,MSC,35,35,,35,0,,,Mon Jul 19 2021 10:47:27,Mon Jul 19 2021 10:47:27,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,5.1,0.8 Raw Skim MSC,1,0,0.8,rawskim,MSC,31,31,,31,0,,,Mon Jul 19 2021 10:48:29,Mon Jul 19 2021 10:48:29,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,6.1,0.8 Raw Cream MSC,1,0,0.8,rawcream,MSC,10,1,,10,0,,,Mon Jul 19 2021 10:49:28,Mon Jul 19 2021 10:49:28,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,6.2,0.8 Raw Cream MSC,1,0,0.8,rawcream,MSC,10,1,,10,0,,,Mon Jul 19 2021 10:49:44,Mon Jul 19 2021 10:49:44,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,6.3,0.8 Raw Cream MSC,1,0,0.8,rawcream,MSC,10,1,,10,0,,,Mon Jul 19 2021 10:50:03,Mon Jul 19 2021 10:50:03,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,6.4,0.8 Raw Cream MSC,1,0,0.8,rawcream,MSC,30,3,,30,0,,,Mon Jul 19 2021 10:50:17,Mon Jul 19 2021 10:50:17,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,6.5,0.8 Raw Cream MSC,1,0,0.8,rawcream,MSC,10,1,,10,0,,,Mon Jul 19 2021 10:50:29,Mon Jul 19 2021 10:50:29,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,6.6,0.8 Raw Cream MSC,1,0,0.8,rawcream,MSC,10,1,,10,0,,,Mon Jul 19 2021 10:50:57,Mon Jul 19 2021 10:50:57,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,6.7,0.8 Raw Cream MSC,1,0,0.8,rawcream,MSC,30,3,,30,0,,,Mon Jul 19 2021 10:51:28,Mon Jul 19 2021 10:51:28,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,6.8,0.8 Raw Cream MSC,1,0,0.8,rawcream,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:51:33,Mon Jul 19 2021 10:51:33,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,6.9,0.8 Raw Cream MSC,1,0,0.8,rawcream,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:51:49,Mon Jul 19 2021 10:51:49,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,6.1,0.8 Raw Cream MSC,1,0,0.8,rawcream,MSC,40,4,,40,0,,,Mon Jul 19 2021 10:52:16,Mon Jul 19 2021 10:52:16,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,7.1,0.6 MF Skim MSC,1,0,0.8,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:53:01,Mon Jul 19 2021 10:53:01,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,7.2,0.6 MF Skim MSC,1,0,0.8,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:53:10,Mon Jul 19 2021 10:53:10,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,7.3,0.6 MF Skim MSC,1,0,0.8,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:53:21,Mon Jul 19 2021 10:53:21,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,7.4,0.6 MF Skim MSC,1,0,0.8,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:53:31,Mon Jul 19 2021 10:53:31,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,7.5,0.6 MF Skim MSC,1,0,0.8,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:53:47,Mon Jul 19 2021 10:53:47,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,7.6,0.6 MF Skim MSC,1,0,0.8,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:54:11,Mon Jul 19 2021 10:54:11,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,7.7,0.6 MF Skim MSC,1,0,0.8,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:54:29,Mon Jul 19 2021 10:54:29,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,7.8,0.6 MF Skim MSC,1,0,0.8,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:54:39,Mon Jul 19 2021 10:54:39,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,7.9,0.6 MF Skim MSC,1,0,0.8,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:54:52,Mon Jul 19 2021 10:54:52,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,7.1,0.6 MF Skim MSC,1,0,0.8,mfskim,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:55:03,Mon Jul 19 2021 10:55:03,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,8.1,0.8 Heat Cream MSC,1,0,0.8,htstcream,MSC,0,0,,0,0,,,Mon Jul 19 2021 10:55:54,Mon Jul 19 2021 10:55:54,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,8.2,0.8 Heat Cream MSC,1,0,0.8,htstcream,MSC,10,1,,10,0,,,Mon Jul 19 2021 10:56:10,Mon Jul 19 2021 10:56:10,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,8.3,0.8 Heat Cream MSC,1,0,0.8,htstcream,MSC,20,2,,20,0,,,Mon Jul 19 2021 10:56:28,Mon Jul 19 2021 10:56:28,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,8.4,0.8 Heat Cream MSC,1,0,0.8,htstcream,MSC,20,2,,20,0,,,Mon Jul 19 2021 10:56:45,Mon Jul 19 2021 10:56:45,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,8.5,0.8 Heat Cream MSC,1,0,0.8,htstcream,MSC,10,1,,10,0,,,Mon Jul 19 2021 10:56:56,Mon Jul 19 2021 10:56:56,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,8.6,0.8 Heat Cream MSC,1,0,0.8,htstcream,MSC,20,2,,20,0,,,Mon Jul 19 2021 10:57:12,Mon Jul 19 2021 10:57:12,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,8.7,0.8 Heat Cream MSC,1,0,0.8,htstcream,MSC,0,0,,0,0,,,Mon Jul 19 2021 11:01:09,Mon Jul 19 2021 11:01:09,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,8.8,0.8 Heat Cream MSC,1,0,0.8,htstcream,MSC,0,0,,0,0,,,Mon Jul 19 2021 11:01:25,Mon Jul 19 2021 11:01:25,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,8.9,0.8 Heat Cream MSC,1,0,0.8,htstcream,MSC,20,2,,20,0,,,Mon Jul 19 2021 11:01:44,Mon Jul 19 2021 11:01:44,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,8.1,0.8 Heat Cream MSC,1,0,0.8,htstcream,MSC,0,0,,0,0,,,Mon Jul 19 2021 11:02:03,Mon Jul 19 2021 11:02:03,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,9.1,1-0-1.2-RAW-SKIM-PSC,1,0,1.2,rawskim,PSC,0,0,,0,0,,,Fri Jul 30 2021 15:30:48,Fri Jul 30 2021 15:30:48,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,9.2,1-0-1.2-RAW-SKIM-PSC,1,0,1.2,rawskim,PSC,0,0,,0,0,,,Fri Jul 30 2021 15:31:37,Fri Jul 30 2021 15:31:37,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,9.3,1-0-1.2-RAW-SKIM-PSC,1,0,1.2,rawskim,PSC,0,0,,0,0,,,Fri Jul 30 2021 15:31:56,Fri Jul 30 2021 15:31:56,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,9.4,1-0-1.2-RAW-SKIM-PSC,1,0,1.2,rawskim,PSC,0,0,,0,0,,,Fri Jul 30 2021 15:32:07,Fri Jul 30 2021 15:32:07,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,9.5,1-0-1.2-RAW-SKIM-PSC,1,0,1.2,rawskim,PSC,0,0,,0,0,,,Fri Jul 30 2021 15:32:26,Fri Jul 30 2021 15:32:26,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,9.6,1-0-1.2-RAW-SKIM-PSC,1,0,1.2,rawskim,PSC,0,0,,0,0,,,Fri Jul 30 2021 15:32:46,Fri Jul 30 2021 15:32:46,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,9.7,1-0-1.2-RAW-SKIM-PSC,1,0,1.2,rawskim,PSC,0,0,,0,0,,,Fri Jul 30 2021 15:32:58,Fri Jul 30 2021 15:32:58,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,9.8,1-0-1.2-RAW-SKIM-PSC,1,0,1.2,rawskim,PSC,0,0,,0,0,,,Fri Jul 30 2021 15:33:18,Fri Jul 30 2021 15:33:18,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,9.9,1-0-1.2-RAW-SKIM-PSC,1,0,1.2,rawskim,PSC,1,1,,1,0,,,Fri Jul 30 2021 15:33:45,Fri Jul 30 2021 15:33:45,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MF1_RawMilk.csv,9.1,1-0-1.2-RAW-SKIM-PSC,1,0,1.2,rawskim,PSC,0,0,,0,0,,,Fri Jul 30 2021 15:34:00,Fri Jul 30 2021 15:34:00,,FALSE,1,0,20,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
